v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,estimation,europe,groupedcategory,westcoast,cookies,sportingevent,q55,q61,q63,q65,v21,q67_1,q67_2,q67_3,q67_4,q67,q83_1,q83_2,q8,q9,q10,q11,q12,q84_1,q84_2,q18,q19,q20,q21,q22,q85_1,q85_2,q13,q14,q15,q16,q17,q86_1,q86_2,q2,q4,q5,q6,q3,v55,q57,q59_1,v58,filter
R_6nv5gs0cxQUyNhj,Default Response Set,Anonymous,,,252,0,11/14/13 11:51,11/14/13 11:54,1,before,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,75,25,,,1,,NFL game,60,40,,,,1,Chocolate Chip Cookie,30,70,,,1,,Portland,85,15,,,1,,Italy,1,2,22,No,
R_73scFX84yEifjnv,Default Response Set,Anonymous,,,196,0,11/14/13 11:52,11/14/13 11:55,1,after,packed,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,100,0,,,1,,NFL game,60,40,,,1,,Chocolate Chip cookie,50,50,,,1,,Seattle,80,20,,,,1,Italy,1,1,24,,
R_2gCAqQSTtGz5xJP,Default Response Set,Anonymous,,,245,0,11/14/13 11:51,11/14/13 11:55,1,after,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,1,,,MLB,60,40,1,,,,Chocolate Chip cookie,40,60,,1,,,Portland,70,30,,1,,,Germany,1,1,44,Thank you that was fun.,
R_bg8d9FPcO5Xwfm5,Default Response Set,Anonymous,,,20,0,11/14/13 11:53,11/14/13 11:55,1,after,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,75,25,,1,,,Theater,50,50,1,,,,peanut butter cookie,50,50,,1,,,Seattle,75,25,,1,,,Germany,1,2,19,,
R_1Aje5jCNibYcVWR,Default Response Set,Anonymous,,,61,0,11/14/13 11:51,11/14/13 11:55,1,before,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,80,20,1,,,,NFL,45,55,1,,,,CHOCOLATE CHIP COOKIE,70,30,,1,,,SAN FRANCISCO,65,35,,1,,,FRANCE,1,1,43,NONE,
R_b71FBBYWcm5fD1P,Default Response Set,Anonymous,,,56,0,11/14/13 11:50,11/14/13 11:55,1,after,packed,top,unpacked,packed,packed,1,1,4,7,,,,,,1,100,0,,,,1,MLB game,55,45,,,,1,Chocolate Chip,70,30,,,1,,San Francisco,40,60,,,,1,China,1,1,29,Thank you!,
R_6EV26KU9Pt4cthj,Default Response Set,Anonymous,,,103,0,11/14/13 11:52,11/14/13 11:56,1,before,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,50,50,,,1,,Opera,45,55,,,,1,Vanilla ice cream cone,30,70,,,1,,Boston,65,35,,,1,,Italy,1,1,27,,
R_88txtCsK4CmYhO5,Default Response Set,Anonymous,,,346,0,11/14/13 11:50,11/14/13 11:56,1,before,unpacked,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,25,75,1,,,,Musical,50,50,1,,,,Peanut butter cookie,50,50,,1,,,Washington D.C.,75,25,1,,,,Germany,1,2,30,,
R_5c1Z083un2WPNfT,Default Response Set,Anonymous,,,235,0,11/14/13 11:55,11/14/13 11:57,1,after,unpacked,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,90,10,,,1,,MLB game,50,50,,,1,,Peanut Butter cookie,40,60,,,1,,San Francisco,50,50,,,1,,Germany,1,1,26,,
R_3n2DOP47Q5qBNVX,Default Response Set,Anonymous,,,202,0,11/14/13 11:53,11/14/13 11:57,1,after,unpacked,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,85,15,1,,,,NBA,50,50,1,,,,Chocolate Chip cookie,80,20,,1,,,San Francisco,75,25,1,,,,Italy,1,1,34,,
R_23LIWFp64CHV7IV,Default Response Set,Anonymous,,,6,0,11/14/13 11:55,11/14/13 11:57,1,before,packed,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,60,40,,1,,,Theater,50,50,1,,,,Chocolate Chip Cookie,50,50,1,,,,Portland,70,30,,1,,,France,1,2,27,,
R_1BSqtGtwHlJxL25,Default Response Set,Anonymous,,,237,0,11/14/13 11:50,11/14/13 11:57,1,before,packed,bottom,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,60,40,1,,,,NBA,40,60,1,,,,Peanut butter cookie,70,30,1,,,,San francisco,65,35,,1,,,Japan,1,2,23,"Yes - having to retype answers was time consuming and could invalidate your results cuz ppl might just type ""Japan"" cuz it's shorter than the other answers. I tried one time to select cultural events and because of all the text I might have just been one character off but it wouldn't accept my answer ",1
R_02HCz3HDdLfFmhD,Default Response Set,Anonymous,,,300,0,11/14/13 11:55,11/14/13 11:58,1,before,packed,bottom,packed,packed,packed,1,1,4,7,,,,,,1,80,20,,1,,,NBA game,60,40,,1,,,Chocolate ice cream cone,60,40,,1,,,Portland,70,30,,1,,,France,1,1,28,None. Thanks for this opportunity.,
R_0vWwpfPxIYKBocB,Default Response Set,Anonymous,,,106,0,11/14/13 11:55,11/14/13 11:59,1,before,packed,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,80,20,,1,,,nfl,20,80,,1,,,Strawberry ice cream cone,50,50,1,,,,San Francisco,50,50,,1,,,Japan,1,1,20,,
R_2boPFXGSGuOXknX,Default Response Set,Anonymous,,,274,0,11/14/13 11:56,11/14/13 11:59,1,before,unpacked,top,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,,,1,Musical,40,60,,,1,,Chocolate Chip Cookie,40,60,,,,1,San Francisco,50,50,,,1,,France,1,2,25,"Very easy to understand, and the format was great! ",
R_0jOVWFCywpymJlb,Default Response Set,Anonymous,,,51,0,11/14/13 11:51,11/14/13 11:59,1,after,unpacked,bottom,packed,packed,packed,1,1,4,7,,,,,,1,20,80,,1,,,Theater,20,80,,1,,,Chocolate ice cream cone,40,60,,1,,,Philadelphia,80,20,1,,,,Italy,1,1,29,,
R_1T9hDIrwlfoj0wt,Default Response Set,Anonymous,,,267,0,11/14/13 11:56,11/14/13 11:59,1,after,packed,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NBA game,35,65,,,1,,Chocolate Ice Cream Cone,60,40,,,1,,Seattle,70,30,,,,1,Italy,1,1,29,,
R_3w6EOiBfAH7OfAN,Default Response Set,Anonymous,,,102,0,11/14/13 11:56,11/14/13 12:00,1,after,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,90,10,,,1,,nfl,50,50,,,,1,vanilla,0,100,,,1,,boston,50,50,,,1,,Vietnam,1,1,30,,
R_cRPvdxMz0R0piEl,Default Response Set,Anonymous,,,155,0,11/14/13 11:56,11/14/13 12:00,1,after,packed,bottom,unpacked,packed,unpacked,1,1,4,7,,,,,,1,100,0,1,,,,nfl,50,50,,1,,,strawberry,10,90,1,,,,seattle,50,50,,1,,,vietnam,1,2,54,,
R_5gLZgoJ0i74dXrT,Default Response Set,Anonymous,,,194,0,11/14/13 11:58,11/14/13 12:00,1,before,packed,bottom,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,75,25,1,,,,NBA Game,50,50,1,,,,Chocolate Chip Cookie,65,35,1,,,,Washington D.C.,60,40,,1,,,Japan,1,1,19,,
R_8iwGWyyuxgW0lNj,Default Response Set,Anonymous,,,146,0,11/14/13 11:58,11/14/13 12:01,1,after,packed,top,packed,packed,unpacked,1,1,4,7,,,,,,1,75,25,,,1,,NFL game,50,50,,,,1,Strawberry ice cream cone,60,40,,,,1,Washington D.C.,90,10,,,,1,Italy,1,2,36,none,
R_ahCRoeHTgmYYUjb,Default Response Set,Anonymous,,,52,0,11/14/13 11:55,11/14/13 12:01,1,before,packed,top,unpacked,packed,packed,1,1,4,7,,,,,,1,70,30,,,,1,MLB,50,50,,,,1,Chocolate Chip,50,50,,,1,,Seattle,70,30,,,,1,Japan,1,2,34,,
R_0NAe9yxh2kaqUJf,Default Response Set,Anonymous,,,348,0,11/14/13 11:57,11/14/13 12:01,1,before,unpacked,bottom,packed,packed,packed,1,1,4,7,,,,,,1,65,35,,1,,,Theater,45,55,,1,,,Chocolate ice cream cone,40,60,,1,,,Seattle,70,30,1,,,,Germany,1,2,21,,
R_elYdqnYIEJ8KJJr,Default Response Set,Anonymous,,,229,0,11/14/13 11:58,11/14/13 12:02,1,after,packed,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NFL game,60,40,,,1,,Vanilla Ice cream cone,50,50,,,,1,Boston,70,30,,,,1,Germany,1,2,30,,
R_0IdPEy5wOqzXAwZ,Default Response Set,Anonymous,,,4,0,11/14/13 12:00,11/14/13 12:02,1,before,unpacked,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,80,20,,1,,,Theater,30,70,,1,,,Strawberry ice cream cone,1,99,1,,,,Washington D.C.,75,25,1,,,,Italy,1,1,25,,
R_davdyLqJRC6Bu61,Default Response Set,Anonymous,,,351,0,11/14/13 11:56,11/14/13 12:02,1,after,packed,top,packed,packed,packed,1,1,4,7,,,,,,1,85,15,,,,1,NBA,20,80,,,,1,Vanilla ice cream cone,35,65,,,,1,Washington D.C.,57,43,,,,1,Japan,1,1,19,You should add another attention question.,
R_ai4P4XPKPO2rn8h,Default Response Set,Anonymous,,,120,0,11/14/13 11:58,11/14/13 12:02,1,after,unpacked,top,packed,packed,packed,1,1,4,7,,,,,,1,80,20,,,,1,Musical,60,40,,,,1,Strawberry ice cream cone,60,40,,,,1,Washington D.C.,50,50,,,1,,Germany,1,2,20,,
R_79QRkgyc7pRyFDL,Default Response Set,Anonymous,,,137,0,11/14/13 11:58,11/14/13 12:03,1,before,unpacked,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,70,30,,1,,,NBA,40,60,,1,,,Chocolate Chip,50,50,1,,,,San Francisco,70,30,1,,,,France,1,1,23,,
R_ai92GwxJRUoElMN,Default Response Set,Anonymous,,,165,0,11/14/13 12:00,11/14/13 12:03,1,after,unpacked,top,packed,packed,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,MLB game,15,85,,,,1,Vanilla ice cream cone,80,20,,,,1,Boston,80,20,,,1,,Germany,1,1,21,,
R_5jUhfF8M9mfbUOh,Default Response Set,Anonymous,,,182,0,11/14/13 12:00,11/14/13 12:03,1,before,packed,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,75,25,,1,,,NFL,50,50,1,,,,Chocolate Chip cookie,80,20,1,,,,Portland,60,40,,1,,,Japan,1,1,27,,
R_bfkU36gpLrDVrtH,Default Response Set,Anonymous,,,272,0,11/14/13 12:00,11/14/13 12:03,1,after,packed,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NFL game,20,80,,,1,,Chocolate Ice Cream,70,30,,,,1,Seattle,90,10,,,,1,Italy,1,1,25,,
R_8JjLWkskEe8cbiZ,Default Response Set,Anonymous,,,60,0,11/14/13 11:59,11/14/13 12:03,1,after,packed,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,75,25,,,1,,NBA game,40,60,,,1,,Chocolate Chip cookie,30,70,,,,1,Washington D.C.,90,10,,,,1,Germany,1,1,33,No,
R_diH8dQc44J8Pn6d,Default Response Set,Anonymous,,,133,0,11/14/13 12:01,11/14/13 12:04,1,before,unpacked,top,packed,packed,unpacked,1,1,4,7,,,,,,1,20,80,,,1,,Theater,40,60,,,,1,Oatmeal Raisin,80,20,,,,1,Portland,30,70,,,1,,Japan,1,1,45,,
R_5inHm8aCo5Pnftb,Default Response Set,Anonymous,,,66,0,11/14/13 12:02,11/14/13 12:04,1,after,unpacked,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,90,10,1,,,,NFL game,30,70,,1,,,chocolate ice cream,50,50,,1,,,Boston,50,50,1,,,,Japan,1,1,24,,
R_aWWxtmpUJBL6fat,Default Response Set,Anonymous,,,41,0,11/14/13 11:49,11/14/13 12:05,1,after,unpacked,top,packed,packed,packed,1,1,4,7,,,,,,1,80,20,,,,1,Theater,3,97,,,,1,Vanilla ice cream cone,20,80,,,,1,Washington D.C.,80,20,,,1,,Japan,1,2,23,,
R_9t9nObj6NXGal6J,Default Response Set,Anonymous,,,23,0,11/14/13 12:00,11/14/13 12:05,1,before,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,80,20,,,,1,theater,40,60,,,,1,Chocolate ice cream,45,55,,,1,,Seattle,70,30,,,1,,Germany,1,1,18,,
R_72Hc2r9VGRdeuRn,Default Response Set,Anonymous,,,186,0,11/14/13 12:02,11/14/13 12:05,1,after,packed,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,80,20,,1,,,Musical,30,70,1,,,,Chocolate chip cookie,25,75,1,,,,Washington D.C.,40,60,,1,,,China,1,1,21,,
R_0GPQj27sp618Jpj,Default Response Set,Anonymous,,,145,0,11/14/13 12:02,11/14/13 12:05,1,after,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,70,30,,,,1,NFL game,50,50,,,,1,Strawberry ice cream cone,50,50,,,1,,Seattle,50,50,,,1,,Germany,1,1,27,,
R_d0ZC4R5ZFE3CwRf,Default Response Set,Anonymous,,,316,0,11/14/13 11:59,11/14/13 12:05,1,after,packed,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,50,50,,,1,,NFL game,40,60,,,,1,Chocolate ice cream cone,60,40,,,1,,Portland,80,20,,,,1,Italy,1,1,22,"Having to type, rather than select the answers, was quite annoying.  At first I tried just the letter heading, then I tried both the letter and the answer, then finally managed to proceed with just the answer.  That was rather poorly implemented in my opinion.",
R_5Bd29L0yJnmZQLr,Default Response Set,Anonymous,,,38,0,11/14/13 12:03,11/14/13 12:05,1,before,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,90,10,1,,,,MLB Game,30,70,1,,,,Chocolate Chip Cookie,50,50,,1,,,Boston,80,20,,1,,,Italy,1,1,20,,
R_cZRn1D2X51W13Rb,Default Response Set,Anonymous,,,42,0,11/14/13 12:00,11/14/13 12:06,1,before,unpacked,top,packed,unpacked,packed,1,1,4,7,,,,,,1,95,5,,,,1,MLB game,60,40,,,1,,Chocolate Chip cookie,70,30,,,,1,San Francisco,80,20,,,1,,France,1,1,21,"Typing in the response gave me some issues. For instance, I wasn't sure whether or not to type in the letter (A, B, C, D) of the option I had chosen, and there were a lot of errors when choosing the option with multiple choices, such as the West coast city option. It would have been nice to just be able to select an option by checking off a box or bubble.",1
R_bfiGHDYKjnG9IlD,Default Response Set,Anonymous,,,326,0,11/14/13 12:05,11/14/13 12:06,1,after,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,70,30,,,,1,Musical,40,60,,,,1,Strawberry ice cream cone,30,70,,,1,,San Francisco,80,20,,,1,,Italy,1,1,33,,
R_6iqh1diWGgand2d,Default Response Set,Anonymous,,,135,0,11/14/13 12:04,11/14/13 12:07,1,before,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,80,20,1,,,,NBA,50,50,1,,,,Chocolate Chip cookie,60,40,,1,,,Washington D.C.,50,50,,1,,,Japan,1,1,23,No,
R_1YPRUxLAmf99DzD,Default Response Set,Anonymous,,,69,0,11/14/13 12:05,11/14/13 12:07,1,after,packed,bottom,packed,packed,packed,1,1,4,7,,,,,,1,80,20,,1,,,Theater,20,80,,1,,,Vanilla ice cream cone,35,65,,1,,,Boston,80,20,,1,,,Japan,1,1,25,,
R_3wVSgSspm7lfqw5,Default Response Set,Anonymous,,,242,0,11/14/13 12:04,11/14/13 12:07,1,after,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,75,25,,1,,,NBA,30,70,1,,,,vanilla,60,40,,1,,,Portland,60,40,,1,,,Germany,1,1,27,,
R_ctGhJS1U6oqSVIF,Default Response Set,Anonymous,,,183,0,11/14/13 12:03,11/14/13 12:08,1,before,packed,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,75,25,,,1,,MLB GAME,15,85,,,,1,Strawberry ice cream cone,50,50,,,1,,PHILADELPHIA,95,5,,,,1,Italy,1,2,22,Everything ran smooth on my desktop.,
R_cYoaumhlhmTrAgt,Default Response Set,Anonymous,,,218,0,11/14/13 12:06,11/14/13 12:08,1,after,packed,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,50,50,1,,,,Theater,30,70,,1,,,Vanilla ice cream cone,40,60,,1,,,Portland,70,30,,1,,,Vietnam,1,2,26,,
R_3IfQdlFIbcYMZff,Default Response Set,Anonymous,,,304,0,11/14/13 12:02,11/14/13 12:08,1,before,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,1,,,,MLB game,40,60,1,,,,Vanilla ice cream cone,70,30,,1,,,San Francisco,80,20,,1,,,Italy,1,1,28,,
R_1HvLHQVZZDdvX25,Default Response Set,Anonymous,,,333,0,11/14/13 12:05,11/14/13 12:08,1,before,unpacked,top,packed,packed,unpacked,1,1,4,7,,,,,,1,95,5,,,1,,nfl,80,20,,,,1,chocolate chip,70,30,,,,1,San Francisco,90,10,,,1,,France,1,1,29,,
R_2ovq1Kkqkyz0Mmx,Default Response Set,Anonymous,,,323,0,11/14/13 12:06,11/14/13 12:08,1,after,packed,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,50,50,,1,,,theater,75,25,1,,,,Chocolate Chip cookie,50,50,1,,,,seattle,60,40,,1,,,japan,1,1,30,no,
R_eUSeYIK82fYcQuh,Default Response Set,Anonymous,,,162,0,11/14/13 12:03,11/14/13 12:09,1,after,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,70,30,,,,1,NFL,80,20,,,,1,Chocolate Chip Cookie,50,50,,,1,,San Francisco,60,40,,,1,,Italy,1,1,23,,
R_bK2DLcLdNedX5Wd,Default Response Set,Anonymous,,,175,0,11/14/13 12:03,11/14/13 12:09,1,after,unpacked,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,60,40,,1,,,Theater,50,50,1,,,,Oatmeal Raisin cookie,60,40,,1,,,Philadelphia,65,35,1,,,,China,1,2,55,,
R_djo9LbArSThyAqF,Default Response Set,Anonymous,,,264,0,11/14/13 11:59,11/14/13 12:10,1,before,unpacked,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,1,,,NFL game,50,50,1,,,,Chocolate ice cream,60,40,,1,,,Washington D.C.,80,20,1,,,,Italy,1,2,24,"None, thank you.",
R_3HFXYmggLh6Ux1z,Default Response Set,Anonymous,,,195,0,11/14/13 12:06,11/14/13 12:10,1,before,unpacked,top,unpacked,unpacked,packed,1,1,4,7,,,,,,1,90,10,,,,1,nfl,45,55,,,1,,chocolate chip cookie,55,45,,,1,,san francisco,25,75,,,1,,france,1,1,33,,
R_b7RJ4fsX6xFC3o9,Default Response Set,Anonymous,,,213,0,11/14/13 12:07,11/14/13 12:11,1,after,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,50,50,,1,,,Theater,25,75,1,,,,Oatmeal Raisin cookie,50,50,,1,,,Washington D.C.,50,50,,1,,,Japan,1,1,24,Was not able to select the options that had () in them.,1
R_9pq79Hst56GmTXf,Default Response Set,Anonymous,,,280,0,11/14/13 12:08,11/14/13 12:12,1,before,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,80,20,,1,,,NFL,35,65,1,,,,Oatmeal Raisin cookie,45,55,,1,,,San Francisco,75,25,,1,,,France,1,2,34,none,
R_2rjLfGVbII2EG6F,Default Response Set,Anonymous,,,160,0,11/14/13 12:09,11/14/13 12:12,1,before,unpacked,top,unpacked,unpacked,packed,1,1,4,7,,,,,,1,60,40,,,,1,Theater,50,50,,,1,,Peanut Butter cookie,50,50,,,1,,Portland,70,30,,,1,,Germany,1,1,29,thank you,
R_25bCEiG4hipp3Ct,Default Response Set,Anonymous,,,12,0,11/14/13 12:08,11/14/13 12:12,1,after,unpacked,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,0,100,,1,,,Opera,0,100,,1,,,Vanilla ice cream cone,50,50,1,,,,Seattle,0,100,1,,,,Japan,1,1,31,none,
R_02FuGn3ewAX3BXL,Default Response Set,Anonymous,,,214,0,11/14/13 12:09,11/14/13 12:12,1,after,packed,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,75,25,1,,,,NFL,50,50,,1,,,Strawberry Ice Cream cone,50,50,,1,,,Boston,75,25,,1,,,Germany,1,1,45,,
R_bNTiMmMWru27aJL,Default Response Set,Anonymous,,,31,0,11/14/13 12:10,11/14/13 12:13,1,before,unpacked,top,packed,packed,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NBA game,25,75,,,,1,Strawberry ice cream cone,70,30,,,,1,Boston,80,20,,,1,,Italy,1,1,19,,
R_0jsNP7gwbpUzYWx,Default Response Set,Anonymous,,,99,0,11/14/13 12:08,11/14/13 12:14,1,before,packed,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,50,50,,,1,,Musical,50,50,,,1,,Peanut Butter cookie,75,25,,,,1,San Francisco,75,25,,,,1,France,1,2,34,NONE,
R_000ys5B7cAY7F89,Default Response Set,Anonymous,,,317,0,11/14/13 12:08,11/14/13 12:14,1,after,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,80,20,,,1,,Theater,40,60,,,,1,Chocolate ice cream cone,50,50,,,1,,Philadelphia,50,50,,,1,,France,1,1,30,,
R_bsCO5dRilyz1l2J,Default Response Set,Anonymous,,,210,0,11/14/13 12:03,11/14/13 12:15,1,before,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,90,10,,,1,,NFL game,70,30,,,,1,Chocolate ice cream cone,40,60,,,1,,San Francisco,40,60,,,1,,Italy,1,2,28,,
R_emKHxpIxOwWrVXL,Default Response Set,Anonymous,,,150,0,11/14/13 11:54,11/14/13 12:15,1,before,packed,top,unpacked,packed,packed,1,1,4,7,,,,,,1,70,30,,,,1,Musical,75,25,,,,1,Chocolate Chip Cookie,60,40,,,1,,Seattle,70,30,,,,1,Japan,1,1,23,No comments,
R_8oYjkbMKj5h2fjL,Default Response Set,Anonymous,,,232,0,11/14/13 12:10,11/14/13 12:15,1,before,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,1,,,NFL,55,45,1,,,,vanilla Ice cream cone,60,40,,1,,,Seattle,80,20,,1,,,Germany,1,1,53,no,
R_56YOXkFGGoPvtVH,Default Response Set,Anonymous,,,332,0,11/14/13 12:14,11/14/13 12:18,1,after,unpacked,top,packed,packed,unpacked,1,1,4,7,,,,,,1,75,25,,,1,,NFL game,50,50,,,,1,Chocolate ice cream cone,50,50,,,,1,Boston,80,20,,,1,,Italy,1,1,38,,
R_bCUTpwzZ0pbfidv,Default Response Set,Anonymous,,,143,0,11/14/13 12:17,11/14/13 12:20,1,after,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,4,96,,,1,,NBA Game,100,0,,,,1,Vanilla ice cream cone,100,0,,,1,,Portland,0,100,,,1,,Germany,1,1,24,,
R_1XrXVzP4grGYUst,Default Response Set,Anonymous,,,46,0,11/14/13 12:20,11/14/13 12:22,1,before,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,60,40,,1,,,theater,40,60,1,,,,Vanilla,50,50,,1,,,San Francisco,80,20,,1,,,Italy,1,2,24,,
R_eaMgQNfsDoQu9ZH,Default Response Set,Anonymous,,,344,0,11/14/13 12:20,11/14/13 12:25,1,before,unpacked,top,unpacked,unpacked,packed,1,1,4,7,,,,,,1,60,40,,,,1,Opera,40,60,,,1,,Chocolate Chip cookie,40,60,,,1,,Seattle,75,25,,,1,,Germany,1,1,43,This was interesting.,
R_07GmcLuH5tf879b,Default Response Set,Anonymous,,,37,0,11/14/13 12:24,11/14/13 12:28,1,after,packed,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,75,25,1,,,,theater,50,50,,1,,,chocolate ice cream cone,30,70,,1,,,Washington D.C.,60,40,,1,,,Germany,1,2,48,none,
R_25X5me9TTECZtch,Default Response Set,Anonymous,,,57,0,11/14/13 12:27,11/14/13 12:30,1,before,packed,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,80,20,,,1,,Theater,75,25,,,1,,Oatmeal Raisin cookie,40,60,,,1,,Washington D.C.,65,35,,,,1,Japan,1,1,21,,
R_eM45tkK6CZbz9LD,Default Response Set,Anonymous,,,187,0,11/14/13 10:32,11/14/13 10:33,0,before,packed,bottom,packed,unpacked,unpacked,1,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3juKGJS2n2odXDL,Default Response Set,Anonymous,,,177,0,11/14/13 10:31,11/14/13 10:34,0,before,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b9s2Wr92qYSxHh3,Default Response Set,Anonymous,,,350,0,11/14/13 10:34,11/14/13 10:35,0,after,unpacked,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a4Ml3zSMWXG8LRj,Default Response Set,Anonymous,,,223,0,11/14/13 10:37,11/14/13 10:37,0,before,unpacked,top,packed,unpacked,unpacked,1,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2s0WTsewXF6VChT,Default Response Set,Anonymous,,,151,0,11/14/13 10:37,11/14/13 10:37,0,after,unpacked,bottom,packed,packed,packed,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bwqmkYvFGIHpS3H,Default Response Set,Anonymous,,,126,0,11/14/13 10:42,11/14/13 10:42,0,before,packed,top,packed,unpacked,unpacked,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1TVHVJd9kCoE0Sh,Default Response Set,Anonymous,,,130,0,11/14/13 10:53,11/14/13 10:53,0,before,packed,bottom,packed,unpacked,packed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cOvnLVqnTlUpjTL,Default Response Set,Anonymous,,,343,0,11/14/13 10:55,11/14/13 10:55,0,before,packed,bottom,packed,packed,packed,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3w8cunfpJI1CuHz,Default Response Set,Anonymous,,,25,0,11/14/13 10:57,11/14/13 10:57,0,before,unpacked,bottom,packed,packed,packed,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7PAhopkMmJJ4LEF,Default Response Set,Anonymous,,,340,0,11/14/13 11:01,11/14/13 11:02,0,after,unpacked,bottom,packed,packed,unpacked,1,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aYkhQb3FCk42JrT,Default Response Set,Anonymous,,,58,0,11/14/13 11:02,11/14/13 11:03,0,before,unpacked,bottom,packed,packed,unpacked,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5uvzLo3Gxto3NdP,Default Response Set,Anonymous,,,321,0,11/14/13 11:02,11/14/13 11:04,0,before,unpacked,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9MgFslNIzK1HrsV,Default Response Set,Anonymous,,,236,0,11/14/13 10:59,11/14/13 11:04,0,before,unpacked,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_egS54zCBr9gaU61,Default Response Set,Anonymous,,,156,0,11/14/13 11:04,11/14/13 11:08,0,after,packed,top,packed,packed,packed,1,1,4,7,,,,,,1,,,,,,,,,,,,,,,40,60,,,,1,Boston,,,,,,,,,,,,
